Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
56605856504,Vlaams Belang,Vlaams Belang,84970,24
45502366281,HLN.be,DPG Media,35162,6783
334361224413,N-VA,Nieuw-Vlaamse Alliantie,24622,107
584806884924010,Tom Van Grieken,Vlaams Belang,21503,7
52997544531,cd&v,cd&v,18173,15
54970503767,PVDA,PVDA,16945,212
84920854319,Groen,Groen,13125,13
518402351504731,Parti Socialiste (PS),Parti Socialiste (PS),12454,83
57253967150,Vooruit,Vooruit,11004,10
208140805905898,GAIA - Global Action in the Interest of Animals,GAIA - Global Action in the Interest of Animals,10956,27
53838654385,PTB,PTB,10562,233
231742536958,De Morgen,De Morgen,8582,2634
341174129258800,Georges-Louis Bouchez,Georges-Louis Bouchez,8409,13
29384148415,Paul Magnette,Paul Magnette,7967,60
111434905112353,Assemblée citoyenne pour le climat - Burgerraad voor het klimaat,Bruxelles Environnement,7586,10
108820070638334,Les Engagés - Mouvement participatif,Les Engagés,6850,74
260207497491940,Annick De Ridder,Nieuw-Vlaamse Alliantie,6603,19
178362315106,European Parliament,European Parliament,6493,58
24079407056,Bart De Wever,Nieuw-Vlaamse Alliantie,5958,19
138174122881,Oxfam België/Belgique,Oxfam België/Belgique,5760,24
60589646095,UNICEF Belgium,UNICEF Belgium,5291,224
1447842658809820,Valerie Van Peel,Nieuw-Vlaamse Alliantie,5207,15
305365056290036,Raoul Hedebouw - PVDA,PVDA,4824,91
236485149843971,Peter Mertens,PVDA,4725,65
236330169511,MR - Mouvement Réformateur,MR - Mouvement Réformateur,4550,7
497285310318797,De Druglijn,De Druglijn,4196,21
53950718052,Médecins Sans Frontières,Médecins Sans Frontières (Belgique),4014,205
78565055764,Plan International Belgium,Plan International Belgium,3783,18
408479362538591,Vlaams Parlement,Vlaams Parlement,3701,19
1375436739430055,Anneleen Van Bossuyt,Nieuw-Vlaamse Alliantie (Anneleen Van Bossuyt),3660,6
7133374462,De Standaard,De Standaard,3565,184
181975318662681,Raoul Hedebouw,PTB,3478,61
465346943657862,EPICENTER,EPICENTER,3246,19
80987045743,Amnesty International België Vlaanderen,Amnesty International België Vlaanderen,3192,41
100606792498147,Tom Vandendriessche MEP,Tom Vandendriessche MEP,3083,5
328565540829675,ABVV Dienstencheques,ABVV Dienstencheques,2971,27
453932394796444,Zuhal Demir,Nieuw-Vlaamse Alliantie,2912,7
110844205773,WWF-Belgium,WWF-Belgium,2906,44
483497581789280,Theo Francken,Nieuw-Vlaamse Alliantie,2897,3
1397002987227704,Jos D'Haese,PVDA,2837,28
