Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
321107791085488,Victor Pintos Morell,Victor Pintos Morell,≤100,11
687044491154005,Unai Belcan Real Estate,These ads ran without a disclaimer,≤100,2
113047585383781,EUSS School of Engineering,These ads ran without a disclaimer,≤100,1
646541138550400,Int. Holdings,These ads ran without a disclaimer,≤100,1
139666286225597,Euranet Plus - Official,These ads ran without a disclaimer,≤100,2
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,3
109485237893342,Fabrice Beauvoir,These ads ran without a disclaimer,≤100,1
216620805023769,Landscape Festival,These ads ran without a disclaimer,≤100,1
266372969901758,Наталья Чичук,These ads ran without a disclaimer,≤100,1
417117228822050,Damian Karbowiak,These ads ran without a disclaimer,≤100,3
658688570659234,Angola Tourism,These ads ran without a disclaimer,≤100,1
202087200209951,Groupama d'Oc,These ads ran without a disclaimer,≤100,1
109108627895788,Countdown,These ads ran without a disclaimer,≤100,1
1605182533033993,Metacore Games,These ads ran without a disclaimer,≤100,1
1639504333001925,MundoArti,These ads ran without a disclaimer,≤100,1
522037684635166,MAHLE,These ads ran without a disclaimer,≤100,1
704526582742328,Are you R International,These ads ran without a disclaimer,≤100,1
1061420730573798,Sinopec,These ads ran without a disclaimer,≤100,1
346386215223278,Historic Battlefield Travels,These ads ran without a disclaimer,≤100,1
102016076255777,Pristine Agency,These ads ran without a disclaimer,≤100,1
628660840336234,Policy District,These ads ran without a disclaimer,≤100,1
726705153848760,Tunecho music Offical,These ads ran without a disclaimer,≤100,1
104022512482518,"Cangzhou,China",These ads ran without a disclaimer,≤100,1
107280087594348,Huanqiu.com,These ads ran without a disclaimer,≤100,3
2309448245771586,Global Center on Adaptation,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
557179220817657,Inrem,These ads ran without a disclaimer,≤100,1
343798002336258,Muslim Help,These ads ran without a disclaimer,≤100,1
613714251830876,Peyton,These ads ran without a disclaimer,≤100,1
142370009202469,Rude Records,These ads ran without a disclaimer,≤100,1
628278563712727,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
195190867015163,Test QI Certifié,These ads ran without a disclaimer,≤100,1
100667625217103,Finclass,These ads ran without a disclaimer,≤100,4
855254981507596,Atheer – أثير,These ads ran without a disclaimer,≤100,1
103680039285883,Trail Running Bolivia,These ads ran without a disclaimer,≤100,1
217100701497523,Post factum,These ads ran without a disclaimer,≤100,1
149408315156973,Azercosmos,These ads ran without a disclaimer,≤100,2
1501615643412716,Najam Institute,These ads ran without a disclaimer,≤100,1
317672178104464,Nick Howe,These ads ran without a disclaimer,≤100,1
640433109153741,The Orangutan Project,These ads ran without a disclaimer,≤100,3
397839453423224,House of Power: Simulator Game,These ads ran without a disclaimer,≤100,1
724559354067554,Jimena Gonzalez,These ads ran without a disclaimer,≤100,1
168881000492759,Adam Palomeque,These ads ran without a disclaimer,≤100,1
667656283094239,Quinn,These ads ran without a disclaimer,≤100,1
339062250282389,Gay Pride Apparel,These ads ran without a disclaimer,≤100,1
106480667622106,Європейська Школа Психології,These ads ran without a disclaimer,≤100,1
102203479643288,Learning Heroes,These ads ran without a disclaimer,≤100,1
107466151951213,Amazing Huangshan,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
814872645274595,Alicia Peñaranda - La POPlitóloga,These ads ran without a disclaimer,≤100,1
108245017766966,Madinah US,These ads ran without a disclaimer,≤100,1
592261507313313,NEAP,These ads ran without a disclaimer,≤100,1
117288044737842,Care Beyond Borders-CBB,These ads ran without a disclaimer,≤100,1
101749356291182,Bassa Development News,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,1
206453312698285,Community Services Directorate,These ads ran without a disclaimer,≤100,1
524840960706798,ACT Running,These ads ran without a disclaimer,≤100,1
666775593191081,LuxMoba,These ads ran without a disclaimer,≤100,1
124398614659965,Kína csábereje,These ads ran without a disclaimer,≤100,1
109833263807927,RAB Ràdio,These ads ran without a disclaimer,≤100,1
328334840538227,Magen David Adom,These ads ran without a disclaimer,≤100,1
109725215092123,RFI Українською,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,1
181974551908903,Future Generation Art Prize,These ads ran without a disclaimer,≤100,1
102035189414544,Voice to the world,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
